"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
45531 2 NA 7 NA NA NA 1 NA 7 1 68
45532 2 1 1 1 85 2 1 NA NA NA 84
45533 2 2 1 1 NA 2 NA 1 NA 1 60
45534 2 NA 1 1 55 2 1 2 1 1 54
45535 2 1 1 1 60 3 NA NA 1 1 86
45536 2 NA 1 1 NA 2 1 1 1 1 72
45537 2 2 1 1 33 2 NA NA NA 1 34
45537 3 1 1 1 7 NA NA NA NA 1 34
45537 4 2 1 NA 6 NA NA NA NA 1 34
45537 5 2 NA 1 NA NA NA NA NA 1 34
45538 2 1 NA 1 10 NA NA 2 NA NA 47
45538 3 1 1 1 10 NA NA 2 NA NA 47
45538 4 2 1 1 8 NA NA 2 NA NA 47
45539 2 1 1 1 5 NA 1 2 1 NA 32
45539 3 NA NA 1 3 3 1 2 1 NA 32
45539 4 2 1 1 3 3 1 2 1 NA 32
45539 5 NA 1 1 35 12 1 2 1 NA 32
45539 6 2 1 NA NA 13 1 2 1 NA 32
45539 7 2 1 1 NA 13 1 2 1 NA 32
45540 2 2 1 1 53 2 1 1 NA 1 55
45540 3 1 1 NA 21 3 1 1 NA 1 55
45541 2 2 6 1 NA 2 2 1 6 1 51
45541 3 2 NA 1 3 3 2 1 6 1 51
45542 2 2 1 NA 66 2 1 1 NA NA 67
45543 2 1 7 NA 23 12 2 2 7 2 23
45543 3 1 7 2 23 12 2 2 7 2 23
45543 4 1 7 5 NA 12 2 2 7 2 23
45543 5 2 1 5 22 12 2 2 7 2 23
45544 2 NA 1 NA 53 2 NA 1 NA NA 52
45545 2 2 NA 1 50 2 1 1 1 NA 46
45545 3 1 NA 1 NA 3 1 1 1 NA 46
45545 4 2 1 1 12 NA 1 1 1 NA 46
45546 2 NA 2 NA 60 2 1 2 2 1 58
45546 3 2 2 1 32 3 1 2 2 1 58
45546 4 2 NA 1 26 3 1 2 2 1 58
45547 2 2 4 1 NA 2 1 1 NA 1 31
45548 2 1 NA 1 NA 2 NA NA 3 1 49
45548 3 1 3 1 16 NA NA NA 3 1 49
45549 2 2 NA 1 NA 2 NA 1 NA 1 62
45550 2 1 1 1 NA 2 1 NA 1 1 56
45551 2 2 1 1 52 2 1 1 1 NA 64
45552 2 1 1 NA NA 2 NA 2 1 NA 52
45552 3 1 NA NA 23 3 NA 2 1 NA 52
45552 4 NA 1 NA 17 3 NA 2 1 NA 52
45553 2 1 1 1 51 12 1 NA NA 1 67
45554 2 NA 1 1 44 2 1 NA 1 1 39
45554 3 1 NA 1 18 5 1 NA 1 1 39
45555 2 1 2 1 NA 2 1 2 2 1 59
45556 2 2 1 1 NA NA 1 1 NA 1 56
45557 2 1 1 1 18 3 2 2 1 1 59
45558 2 NA 1 NA NA 2 1 1 1 NA 47
45558 3 NA NA 1 18 3 1 1 1 NA 47
45559 2 2 6 1 NA 2 NA 1 NA 1 72
45559 3 1 6 1 27 3 NA 1 NA 1 72
45560 2 NA 1 1 NA 2 2 1 NA 1 39
45560 3 NA 1 1 8 3 2 1 NA 1 39
45560 4 NA NA NA NA 3 2 1 NA 1 39
45561 2 1 1 1 96 NA NA 2 NA NA 85
45561 3 NA 2 1 25 NA NA 2 NA NA 85
45562 2 NA 2 1 69 2 2 2 NA NA 59
45563 2 NA NA 1 60 2 1 1 1 1 66
45564 2 2 1 1 23 12 2 1 1 NA 21
45565 2 NA NA 1 NA 2 1 NA 1 NA 66
45566 2 1 1 1 NA 2 1 NA 1 NA 54
45567 2 1 1 1 30 12 2 2 1 1 29
45567 3 NA 1 NA 30 13 2 2 1 1 29
45568 2 2 NA NA NA 2 1 1 NA NA 55
45568 3 NA 1 1 24 3 1 1 NA NA 55
45568 4 2 1 1 22 3 1 1 NA NA 55
45569 2 NA 1 NA 56 2 1 NA 1 1 55
45569 3 1 1 1 16 NA 1 NA 1 1 55
45570 2 2 1 1 30 12 NA 1 1 1 38
45571 2 NA 6 1 54 2 NA NA 6 1 54
45571 3 2 6 NA 20 3 NA NA 6 1 54
45572 2 2 NA 5 22 2 1 1 1 5 26
45572 3 NA NA 5 3 3 1 1 1 5 26
45573 2 1 2 NA 49 NA NA 2 2 1 85
45573 3 NA NA 1 16 NA NA 2 2 1 85
45573 4 2 2 1 11 NA NA 2 2 1 85
45573 5 NA NA NA 46 NA NA 2 2 1 85
45574 2 1 1 1 75 NA 1 NA NA 1 66
45575 2 2 1 1 19 3 1 2 1 NA 45
45575 3 1 1 NA NA 3 1 2 1 NA 45
45575 4 NA 1 1 14 3 1 2 1 NA 45
45575 5 1 1 1 52 12 1 2 1 NA 45
45576 2 NA 1 1 88 NA 1 1 NA NA 86
45577 2 2 1 NA 46 2 2 1 1 NA 45
45577 3 1 NA 1 22 NA 2 1 1 NA 45
45578 2 NA 1 1 NA 6 2 NA 1 NA 35
45579 2 2 1 NA NA 2 NA 1 NA 1 43
45579 3 2 1 1 8 3 NA 1 NA 1 43
45579 4 2 1 1 NA 3 NA 1 NA 1 43
45580 2 2 1 1 54 NA NA 2 NA 1 75
45580 3 NA 1 1 16 NA NA 2 NA 1 75
45581 2 1 2 1 25 3 2 2 NA 1 47
45581 3 2 2 1 20 3 2 2 NA 1 47
45581 4 2 2 1 16 NA 2 2 NA 1 47
45582 2 2 NA 1 NA NA NA 1 1 1 91
45583 2 NA NA 1 63 2 NA 1 1 1 52
45584 2 NA NA NA NA 2 NA NA 1 1 40
45584 3 NA NA NA 4 3 NA NA 1 1 40
45585 2 2 1 NA NA NA 1 1 1 NA 46
45585 3 2 NA 1 NA NA 1 1 1 NA 46
45585 4 NA 1 NA 17 NA 1 1 1 NA 46
45586 2 2 NA NA NA 2 1 1 NA 1 38
45586 3 1 8 1 NA NA 1 1 NA 1 38
45586 4 NA 8 NA 2 NA 1 1 NA 1 38
45586 5 1 NA 1 67 11 1 1 NA 1 38
45587 2 1 NA 2 3 3 2 2 1 NA 23
45588 2 2 NA 1 31 NA 1 2 NA 1 35
45589 2 1 1 1 46 2 1 2 1 1 44
45589 3 1 1 1 NA NA 1 2 1 1 44
45589 4 2 NA NA 10 NA 1 2 1 1 44
45589 5 1 1 1 6 3 1 2 1 1 44
45590 2 2 6 1 NA 2 NA 1 NA 1 70
45591 2 1 1 NA 62 2 1 2 1 NA 61
45592 2 2 2 1 NA 3 2 2 2 1 40
45592 3 NA 7 NA 23 12 2 2 2 1 40
45593 2 2 NA NA 77 2 1 1 1 1 76
45594 2 NA 2 NA 11 3 NA 2 2 1 38
45594 3 1 NA 1 9 3 NA 2 2 1 38
45594 4 NA NA 1 6 3 NA 2 2 1 38
45594 5 1 2 1 4 NA NA 2 2 1 38
45594 6 1 2 1 2 3 NA 2 2 1 38
45595 2 1 NA 1 NA NA NA NA 1 1 39
45595 3 2 NA 1 NA 3 NA NA 1 1 39
45595 4 NA 1 1 9 NA NA NA 1 1 39
45595 5 NA 1 1 6 3 NA NA 1 1 39
45596 2 NA 1 NA NA 7 2 2 1 NA 21
45597 2 2 NA 1 58 2 NA 1 1 NA 53
45598 2 2 NA 1 79 NA 1 1 1 1 75
45599 2 1 1 1 74 2 1 2 1 1 65
45600 2 NA NA 1 NA 2 1 1 1 NA 59
45600 3 NA 1 1 28 3 1 1 1 NA 59
45600 4 1 1 NA 23 3 1 1 1 NA 59
45601 2 2 NA 1 NA 2 1 1 NA 1 25
45602 2 2 NA 1 NA 2 NA 1 NA 1 62
45603 2 1 1 NA 57 2 1 2 1 1 56
45603 3 1 1 NA 34 3 1 2 1 1 56
45603 4 2 1 1 16 4 1 2 1 1 56
45603 5 2 NA NA 16 NA 1 2 1 1 56
45604 2 NA 3 1 NA NA NA 2 3 1 73
45605 2 NA 1 1 65 NA 1 1 1 NA 66
45606 2 NA 1 NA NA NA NA 2 NA 1 64
45607 2 1 NA NA 28 12 2 NA NA 1 27
45608 2 2 2 1 63 12 2 1 2 NA 63
45609 2 2 1 1 NA 2 1 1 1 1 53
45609 3 NA 1 1 NA 3 1 1 1 1 53
45609 4 2 NA 1 14 3 1 1 1 1 53
45610 2 2 1 1 NA 12 2 1 NA 1 33
45611 2 2 1 1 74 2 1 1 NA 1 70
45612 2 1 1 1 NA 2 NA 2 1 1 58
45613 2 NA 7 2 1 NA NA 1 NA 2 32
45613 3 2 NA NA 10 5 NA 1 NA 2 32
45613 4 NA 7 2 5 5 NA 1 NA 2 32
45613 5 2 7 NA 30 12 NA 1 NA 2 32
45614 2 2 8 1 43 2 NA 1 6 1 39
45614 3 1 NA 1 NA NA NA 1 6 1 39
45614 4 1 9 1 NA 3 NA 1 6 1 39
45615 2 NA 1 1 NA 3 2 1 NA 1 39
45615 3 NA NA 1 12 3 2 1 NA 1 39
45615 4 NA 1 1 11 3 2 1 NA 1 39
45616 2 1 2 1 NA 2 1 2 NA 1 43
45616 3 1 NA 1 NA 3 1 2 NA 1 43
45616 4 2 NA 1 NA NA 1 2 NA 1 43
45617 2 2 1 NA 31 2 1 1 1 NA 31
45618 2 2 1 1 30 2 1 1 1 1 31
45618 3 2 1 1 3 3 1 1 1 1 31
45619 2 2 1 1 62 2 NA 1 NA 1 67
45620 2 2 NA 1 NA NA 1 1 1 NA 83
45621 2 2 NA 1 NA 2 1 1 1 NA 62
45622 2 2 1 1 62 2 1 1 1 1 72
45623 2 1 2 1 55 2 1 2 1 1 49
45623 3 1 NA 1 17 NA 1 2 1 1 49
45624 2 NA 1 1 56 2 1 NA 1 1 58
45624 3 1 1 1 22 3 1 NA 1 1 58
45625 2 NA 7 5 68 13 2 1 NA NA 57
45626 2 NA NA NA NA 2 1 1 7 2 53
45626 3 2 NA NA 24 3 1 1 7 2 53
45626 4 2 7 NA 20 13 1 1 7 2 53
45627 2 2 8 1 NA 2 1 NA 8 1 34
45628 2 NA 1 2 14 3 2 NA 1 2 42
45628 3 2 NA 2 NA NA 2 NA 1 2 42
45628 4 NA 1 2 6 3 2 NA 1 2 42
45628 5 NA 1 2 41 11 2 NA 1 2 42
45628 6 2 NA NA NA NA 2 NA 1 2 42
45628 7 NA 1 NA NA 12 2 NA 1 2 42
45629 2 NA NA 1 24 2 NA 1 8 1 25
45629 3 2 1 NA NA NA NA 1 8 1 25
45630 2 1 1 1 31 2 1 2 NA NA 37
45631 2 NA 1 1 72 2 NA NA 1 1 73
45632 2 1 7 2 NA 2 2 2 1 2 33
45632 3 1 1 2 8 NA 2 2 1 2 33
45632 4 1 1 2 13 5 2 2 1 2 33
45633 2 NA NA NA 27 NA 1 NA 8 1 28
45634 2 2 NA 1 NA 2 1 1 1 1 65
45635 2 1 1 1 64 2 1 2 1 NA 68
45636 2 2 1 NA 66 2 NA NA 1 NA 54
45636 3 1 1 1 26 4 NA NA 1 NA 54
45636 4 NA 1 1 NA 4 NA NA 1 NA 54
45637 2 2 1 NA NA NA 1 NA 1 1 90
45638 2 NA NA 1 79 NA NA 1 NA 1 81
45638 3 2 1 NA NA 3 NA 1 NA 1 81
45638 4 NA 1 1 29 8 NA 1 NA 1 81
45638 5 NA 1 1 NA NA NA 1 NA 1 81
45638 6 2 1 NA 3 NA NA 1 NA 1 81
45638 7 2 1 1 25 11 NA 1 NA 1 81
45639 2 2 1 NA 31 2 2 1 1 1 34
45639 3 1 1 1 8 NA 2 1 1 1 34
45640 2 2 6 1 NA 2 2 1 6 1 69
45641 2 1 NA 1 52 2 NA 2 1 NA 49
45642 2 1 1 1 NA 2 NA 2 1 1 42
45642 3 2 1 1 17 3 NA 2 1 1 42
45643 2 NA NA 1 22 3 1 2 1 1 58
45643 3 2 1 1 21 3 1 2 1 1 58
45643 4 2 1 1 4 8 1 2 1 1 58
45644 2 2 1 1 NA 2 2 1 3 1 73
45645 2 1 NA 1 NA 6 2 1 8 1 28
45646 2 2 3 1 20 3 NA NA 3 1 43
45646 3 1 3 NA 11 NA NA NA 3 1 43
45647 2 2 1 2 54 2 NA NA 1 1 49
45647 3 2 1 2 21 3 NA NA 1 1 49
45647 4 NA 1 2 17 NA NA NA 1 1 49
45647 5 2 2 1 17 NA NA NA 1 1 49
45648 2 2 1 NA NA 2 1 NA 1 1 44
45648 3 1 1 1 16 NA 1 NA 1 1 44
45648 4 2 NA 1 24 4 1 NA 1 1 44
45649 2 1 1 1 48 3 2 2 NA 1 70
45649 3 1 1 NA NA 8 2 2 NA 1 70
45650 2 NA 1 1 NA 2 1 1 6 1 32
45650 3 NA 1 NA NA NA 1 1 6 1 32
45650 4 2 1 1 5 NA 1 1 6 1 32
45651 2 NA NA 1 65 2 NA 1 1 NA 70
45652 2 2 1 NA 23 3 1 2 1 2 56
45652 3 1 NA NA 59 12 1 2 1 2 56
45653 2 2 7 5 40 2 1 1 7 5 47
45653 3 1 7 NA 12 3 1 1 7 5 47
45653 4 NA NA NA 12 3 1 1 7 5 47
45653 5 NA 7 5 NA NA 1 1 7 5 47
45653 6 2 NA 1 NA NA 1 1 7 5 47
45653 7 NA NA NA 41 11 1 1 7 5 47
45653 8 1 7 5 48 NA 1 1 7 5 47
45654 2 2 1 NA 37 2 1 1 1 1 41
45655 2 NA NA 2 NA 2 1 2 7 2 40
45655 3 1 7 NA 17 3 1 2 7 2 40
45655 4 1 7 2 14 3 1 2 7 2 40
45655 5 2 7 NA NA NA 1 2 7 2 40
45656 2 1 1 NA NA 2 2 NA 1 1 30
45656 3 1 NA 1 4 NA 2 NA 1 1 30
45656 4 NA 1 NA 3 NA 2 NA 1 1 30
45657 2 1 2 NA NA 3 2 2 2 1 33
45657 3 1 2 NA 12 NA 2 2 2 1 33
45657 4 NA 2 1 NA 3 2 2 2 1 33
45658 2 2 4 1 51 2 1 1 NA 1 55
45658 3 2 NA 1 15 NA 1 1 NA 1 55
45659 2 1 NA 2 49 2 NA NA 1 NA 43
45659 3 2 1 2 20 3 NA NA 1 NA 43
45659 4 NA NA NA NA 3 NA NA 1 NA 43
45660 2 1 7 5 37 2 2 2 1 NA 43
45660 3 1 8 NA 15 NA 2 2 1 NA 43
45661 2 NA 1 1 NA NA 2 2 1 1 26
45661 3 NA 1 1 NA NA 2 2 1 1 26
45662 2 1 NA 1 36 NA NA 2 2 1 60
45662 3 NA 2 1 17 8 NA 2 2 1 60
45663 2 NA 1 NA 35 2 1 NA NA 1 45
45663 3 NA 1 NA 12 5 1 NA NA 1 45
45663 4 2 NA 1 10 NA 1 NA NA 1 45
45663 5 1 1 NA 7 5 1 NA NA 1 45
45664 2 1 1 1 21 NA 2 NA 1 NA 33
45664 3 1 1 NA 19 NA 2 NA 1 NA 33
45665 2 NA 7 2 15 3 1 2 NA 2 30
45665 3 2 7 NA NA 6 1 2 NA 2 30
45665 4 2 NA NA 51 7 1 2 NA 2 30
45665 5 NA 7 2 50 7 1 2 NA 2 30
45665 6 1 NA 5 NA 13 1 2 NA 2 30
45666 2 1 1 1 53 2 2 2 7 2 51
45666 3 1 7 2 19 3 2 2 7 2 51
45667 2 1 1 1 NA 2 1 2 1 1 40
45667 3 2 NA 3 21 NA 1 2 1 1 40
45667 4 1 NA 1 25 5 1 2 1 1 40
45667 5 1 NA NA 2 8 1 2 1 1 40
45668 2 NA 4 1 NA 2 2 NA 4 1 31
45668 3 1 NA NA 13 NA 2 NA 4 1 31
45668 4 1 4 1 3 NA 2 NA 4 1 31
45668 5 1 4 1 51 12 2 NA 4 1 31
45668 6 NA NA NA 46 12 2 NA 4 1 31
45669 2 1 1 1 NA 2 NA NA 1 1 75
45669 3 2 NA 1 NA 8 NA NA 1 1 75
45670 2 2 1 1 NA 2 1 1 1 1 30
45670 3 1 1 1 6 3 1 1 1 1 30
45670 4 NA 1 NA 2 NA 1 1 1 1 30
45671 2 1 1 1 19 NA NA NA 1 1 50
45672 2 NA 1 1 76 NA 1 NA 8 1 80
45673 2 NA 1 NA NA 2 NA NA 1 NA 63
45674 2 2 1 1 NA 2 1 1 NA NA 70
45675 2 NA 1 1 NA NA NA NA 1 1 65
45676 2 1 1 1 17 3 2 NA 1 1 57
45677 2 2 1 NA 74 NA 1 1 1 1 76
45678 2 1 NA 1 41 6 1 2 1 1 57
45679 2 2 1 1 26 2 2 NA 1 1 27
45680 2 1 1 NA 20 3 1 2 1 2 51
45681 2 NA 1 1 NA 2 NA NA 1 NA 67
45681 3 NA 1 1 NA NA NA NA 1 NA 67
45682 2 2 1 1 NA 2 1 1 1 1 71
45683 2 2 1 NA 29 2 1 NA 1 1 28
45683 3 NA NA 1 5 3 1 NA 1 1 28
45683 4 1 1 1 9 5 1 NA 1 1 28
45683 5 2 1 1 8 5 1 NA 1 1 28
45684 2 NA 1 NA NA 2 2 1 1 NA 41
45684 3 2 1 NA 5 4 2 1 1 NA 41
45685 2 2 3 1 5 3 2 NA NA NA 21
45685 3 NA 3 1 3 NA 2 NA NA NA 21
45686 2 2 1 1 NA 12 1 2 NA 1 57
45687 2 1 NA 1 40 3 1 NA NA 1 67
45688 2 2 1 1 NA 3 2 2 NA NA 52
45688 3 NA NA NA 8 8 2 2 NA NA 52
45688 4 1 NA NA 2 8 2 2 NA NA 52
45689 2 NA 1 1 NA 2 1 1 1 1 67
45689 3 NA 1 NA 22 3 1 1 1 1 67
45689 4 1 1 1 20 3 1 1 1 1 67
45690 2 NA 1 1 NA 2 1 1 NA NA 62
45691 2 2 2 1 22 3 1 NA 2 NA 54
45692 2 NA 1 NA NA 2 1 2 1 1 38
45692 3 2 1 NA 12 3 1 2 1 1 38
45693 2 NA 1 NA NA 2 NA 1 NA NA 29
45693 3 1 1 2 11 3 NA 1 NA NA 29
45693 4 NA 2 2 10 3 NA 1 NA NA 29
45693 5 1 NA 2 6 NA NA 1 NA NA 29
45693 6 1 1 NA 51 9 NA 1 NA NA 29
45693 7 2 1 NA 50 9 NA 1 NA NA 29
45694 2 1 1 1 NA 2 1 NA 1 1 46
45694 3 1 1 NA 21 3 1 NA 1 1 46
45694 4 1 1 NA 18 3 1 NA 1 1 46
45695 2 2 NA NA 63 2 1 NA 1 1 64
45696 2 2 1 NA 58 2 1 NA NA NA 61
45696 3 1 1 1 33 NA 1 NA NA NA 61
45697 2 2 1 1 NA 2 1 1 NA NA 52
45698 2 NA 1 1 NA NA NA 1 1 1 93
45699 2 2 NA 1 NA 2 1 NA NA 1 81
45699 3 NA NA 1 53 3 1 NA NA 1 81
45700 2 1 1 NA NA 2 NA 2 1 NA 70
45701 2 1 1 NA 40 2 1 2 1 2 41
45701 3 1 1 NA 8 NA 1 2 1 2 41
45701 4 NA 1 NA 4 3 1 2 1 2 41
45701 5 2 1 NA 67 7 1 2 1 2 41
45702 2 1 1 1 65 3 1 2 1 NA 94
45703 2 NA 1 1 83 2 1 1 8 1 91
45704 2 2 1 NA NA 2 1 1 1 1 63
45704 3 2 1 1 31 3 1 1 1 1 63
45705 2 NA 1 1 NA 2 NA 1 1 1 50
45706 2 1 NA 1 NA 3 1 1 1 1 57
45706 3 NA 1 1 NA NA 1 1 1 1 57
45707 2 2 NA 1 20 NA 2 NA NA 1 26
45708 2 2 1 2 61 2 1 1 1 1 61
45708 3 NA 1 1 NA 7 1 1 1 1 61
45709 2 1 2 NA 45 2 1 NA 2 1 39
45709 3 2 2 NA NA 3 1 NA 2 1 39
45709 4 1 2 NA 13 3 1 NA 2 1 39
45709 5 1 2 1 NA 3 1 NA 2 1 39
45709 6 2 2 1 NA 3 1 NA 2 1 39
45710 2 2 NA 1 NA 2 1 NA 1 NA 70
45711 2 NA NA 1 87 2 NA NA NA 1 88
45712 2 2 6 NA NA 2 2 1 1 1 45
45712 3 1 1 1 10 NA 2 1 1 1 45
45713 2 2 1 1 59 2 1 NA 1 1 56
45713 3 2 1 NA 41 5 1 NA 1 1 56
45713 4 2 NA 1 NA 8 1 NA 1 1 56
45714 2 2 1 NA 73 NA 1 1 NA NA 81
45715 2 NA 1 1 14 3 1 2 1 1 53
45715 3 1 NA NA 11 3 1 2 1 1 53
45716 2 2 1 NA 78 2 1 1 1 1 84
45717 2 1 1 1 33 2 NA 2 1 1 35
45717 3 2 1 1 4 3 NA 2 1 1 35
45717 4 2 1 1 2 3 NA 2 1 1 35
45718 2 2 1 1 NA 12 2 2 4 1 35
45719 2 1 1 1 46 2 1 2 NA 1 45
45719 3 NA 1 1 11 3 1 2 NA 1 45
45719 4 1 1 1 5 3 1 2 NA 1 45
45720 2 1 1 NA 23 3 2 NA 1 1 52
45720 3 1 NA 1 20 NA 2 NA 1 1 52
45720 4 2 1 1 18 NA 2 NA 1 1 52
45720 5 1 1 1 57 12 2 NA 1 1 52
45721 2 2 1 NA 66 2 1 NA 1 1 65
45722 2 2 1 1 NA NA 2 1 1 1 25
45723 2 1 2 1 14 3 2 NA 2 NA 33
45723 3 2 2 1 13 NA 2 NA 2 NA 33
45724 2 NA 1 1 62 2 1 2 NA NA 52
45725 2 2 1 2 NA 2 2 1 1 2 50
45726 2 NA NA 1 NA 2 1 1 1 1 44
45726 3 2 1 1 17 NA 1 1 1 1 44
45726 4 NA NA 1 13 NA 1 1 1 1 44
45727 2 2 1 NA 35 2 2 NA 1 1 38
45727 3 1 NA 1 6 3 2 NA 1 1 38
45728 2 2 1 1 62 2 1 1 1 1 63
45729 2 2 1 1 63 2 1 1 1 1 63
45730 2 NA 1 5 NA NA 1 NA 1 NA 76
45731 2 2 1 1 NA 3 NA 2 1 1 38
45732 2 2 1 1 NA 2 NA 1 NA 1 76
45733 2 NA NA 1 NA NA 2 2 NA 1 22
45733 3 2 1 NA NA 3 2 2 NA 1 22
45733 4 1 1 NA 1 3 2 2 NA 1 22
45734 2 NA 1 1 42 2 NA 1 1 1 43
45734 3 1 1 1 4 3 NA 1 1 1 43
45735 2 NA 6 1 53 2 1 NA 6 1 55
45735 3 NA 6 1 NA NA 1 NA 6 1 55
45736 2 2 1 1 NA 2 1 NA 1 1 60
45737 2 1 1 1 NA 3 1 2 NA 1 83
45737 3 NA 1 1 20 8 1 2 NA 1 83
45737 4 2 NA NA 37 NA 1 2 NA 1 83
45738 2 1 1 1 42 2 NA NA 1 1 41
45738 3 1 NA NA NA NA NA NA 1 1 41
45738 4 NA 1 NA NA 3 NA NA 1 1 41
45738 5 NA 1 1 10 3 NA NA 1 1 41
45739 2 NA 1 1 NA 2 1 2 1 NA 70
45739 3 2 1 1 43 NA 1 2 1 NA 70
45740 2 2 1 NA 29 3 1 NA 1 1 50
45740 3 2 1 1 NA 7 1 NA 1 1 50
45740 4 NA NA 1 5 NA 1 NA 1 1 50
45741 2 1 1 1 19 3 1 1 1 1 50
45742 2 1 1 2 43 NA NA NA NA 2 39
45742 3 2 1 2 17 NA NA NA NA 2 39
45742 4 2 NA 2 11 NA NA NA NA 2 39
45742 5 2 NA NA 9 3 NA NA NA 2 39
45742 6 2 1 2 4 NA NA NA NA 2 39
45743 2 NA 1 NA 56 2 1 1 1 NA 59
45743 3 2 NA NA 20 3 1 1 1 NA 59
45744 2 NA 1 1 42 2 1 1 1 1 45
45744 3 1 1 1 20 3 1 1 1 1 45
45745 2 1 NA NA NA NA 1 2 1 5 46
45745 3 2 1 NA NA 3 1 2 1 5 46
45746 2 NA 1 5 NA 12 1 NA 1 3 52
45747 2 2 1 1 62 2 NA NA 8 1 56
45748 2 1 1 1 NA 2 1 2 NA NA 53
45748 3 2 1 1 NA NA 1 2 NA NA 53
45748 4 1 1 1 4 8 1 2 NA NA 53
45748 5 NA 1 1 NA NA 1 2 NA NA 53
45748 6 1 1 1 NA 10 1 2 NA NA 53
45749 2 NA 2 NA 50 6 2 1 2 NA 45
45750 2 NA NA NA NA 2 1 NA NA 1 45
45750 3 2 NA 1 NA NA 1 NA NA 1 45
45750 4 2 8 NA 10 NA 1 NA NA 1 45
45751 2 NA 7 1 NA 2 2 NA NA 1 55
45752 2 NA 2 1 NA 2 NA NA 2 1 63
45753 2 2 NA 2 9 3 2 2 NA 2 32
45753 3 2 1 2 1 3 2 2 NA 2 32
45753 4 1 1 NA 30 11 2 2 NA 2 32
45754 2 2 1 1 39 3 NA NA 1 1 64
45754 3 1 8 1 23 NA NA NA 1 1 64
45754 4 1 NA 1 17 8 NA NA 1 1 64
45755 2 2 NA 1 NA NA 1 NA 1 NA 84
45756 2 1 1 NA 78 2 1 2 NA 1 71
45757 2 1 1 1 16 3 NA NA 1 1 48
45757 3 1 1 1 15 NA NA NA 1 1 48
45758 2 1 1 NA 26 3 1 1 1 1 57
45758 3 2 NA 1 16 3 1 1 1 1 57
45759 2 1 1 1 NA 2 1 2 1 1 52
45760 2 2 1 1 NA 2 1 NA 1 1 66
45761 2 2 NA NA 49 NA NA 1 1 NA 77
45762 2 1 NA NA NA 2 NA NA 2 1 42
45762 3 1 2 1 6 NA NA NA 2 1 42
45762 4 1 2 1 3 3 NA NA 2 1 42
45762 5 NA NA 1 NA NA NA NA 2 1 42
45763 2 2 1 3 54 2 1 1 1 3 53
45763 3 NA NA 3 27 3 1 1 1 3 53
45763 4 2 NA NA 17 NA 1 1 1 3 53
45764 2 2 1 NA NA NA 1 1 NA 1 42
45764 3 2 NA NA NA NA 1 1 NA 1 42
45764 4 NA NA 1 6 3 1 1 NA 1 42
45765 2 NA 5 NA NA 2 NA 1 NA 1 38
45765 3 2 5 1 NA 3 NA 1 NA 1 38
45765 4 2 5 NA NA 3 NA 1 NA 1 38
45766 2 1 1 1 NA 3 NA 1 NA 1 82
45767 2 NA NA 5 58 NA NA NA 1 5 81
45768 2 1 1 NA 30 2 2 2 NA 3 34
45769 2 1 1 NA 78 2 1 2 1 1 73
45770 2 NA NA 1 NA 8 NA 2 2 1 59
45770 3 2 2 1 NA 11 NA 2 2 1 59
45771 2 2 1 1 62 2 NA 1 1 1 64
45772 2 1 NA 1 NA NA 1 2 1 1 63
45773 2 NA NA NA 18 NA 2 2 1 1 38
45773 3 NA 1 1 7 3 2 2 1 1 38
45774 2 NA 2 NA 23 6 1 1 2 1 29
45774 3 NA 2 1 42 NA 1 1 2 1 29
45775 2 2 1 1 NA 2 1 1 NA NA 61
45776 2 2 1 NA NA NA 1 1 1 1 52
45776 3 1 NA NA 19 3 1 1 1 1 52
45776 4 2 1 1 20 NA 1 1 1 1 52
45777 2 2 6 1 34 NA 1 1 NA NA 39
45777 3 1 6 NA 8 NA 1 1 NA NA 39
45777 4 NA 6 1 2 3 1 1 NA NA 39
45777 5 1 NA NA 67 NA 1 1 NA NA 39
45778 2 2 1 1 57 NA 1 1 1 NA 56
45778 3 NA 1 1 18 3 1 1 1 NA 56
45779 2 NA 1 1 NA NA 1 NA NA 1 47
45780 2 NA 1 1 21 12 NA 2 NA 1 21
45780 3 NA NA 1 21 12 NA 2 NA 1 21
45780 4 NA 1 1 21 NA NA 2 NA 1 21
45781 2 1 1 1 34 NA 1 2 1 1 31
45781 3 2 1 1 4 NA 1 2 1 1 31
45782 2 1 1 NA 45 2 1 2 1 1 49
45783 2 2 NA NA NA 12 NA NA 1 NA 59
45784 2 1 1 1 10 NA 1 1 1 1 34
45785 2 NA 1 1 29 2 1 1 1 1 28
45786 2 1 1 NA NA 2 NA 2 NA 1 46
45787 2 1 NA 1 58 12 NA 1 2 1 52
45788 2 2 1 2 NA 2 NA NA 1 2 66
45788 3 NA 1 2 20 NA NA NA 1 2 66
45789 2 1 1 NA NA 2 1 2 NA NA 69
45790 2 2 NA 1 NA 2 1 1 1 NA 62
45791 2 2 2 1 30 2 1 NA 2 1 34
45791 3 NA 2 NA NA 3 1 NA 2 1 34
45791 4 1 2 NA 1 3 1 NA 2 1 34
45792 2 2 NA 5 NA 2 1 NA NA 5 58
45793 2 NA 1 1 66 2 1 1 1 1 68
45794 2 1 1 NA NA 2 NA 2 NA 1 34
45795 2 NA 1 1 NA 2 NA 2 5 1 59
45796 2 2 1 1 NA 2 2 1 NA 1 63
45797 2 NA 2 NA NA 2 NA 1 2 1 82
