"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage" "householdsize"
2674 2 2 3 1 59 11 2 1 1 1 65 1
2675 2 1 6 1 56 1 1 2 6 1 44 3
2675 3 2 8 1 7 2 1 2 6 1 44 3
2675 4 1 8 1 6 2 1 2 6 1 44 3
2676 2 1 8 1 35 11 2 2 1 1 35 1
2677 2 2 2 1 11 2 1 2 2 1 34 3
2677 3 2 2 1 2 2 1 2 2 1 34 3
2677 4 1 2 1 34 12 1 2 2 1 34 3
2678 2 2 1 1 40 1 1 1 1 1 48 3
2678 3 2 1 1 7 2 1 1 1 1 48 3
2678 4 2 1 1 4 2 1 1 1 1 48 3
2679 2 1 1 1 46 2 1 2 1 1 79 2
2679 3 1 1 1 53 9 1 2 1 1 79 2
2680 2 1 1 1 22 1 1 2 1 1 67 1
2681 2 1 2 1 40 1 1 2 2 1 43 1
2682 2 1 1 1 42 1 2 2 1 1 37 2
2682 3 1 1 1 4 2 2 2 1 1 37 2
2683 2 1 1 1 60 1 1 2 1 1 61 1
2684 2 2 1 1 55 11 1 2 1 1 55 1
2685 2 2 3 1 61 1 1 1 1 1 82 1
2686 2 1 1 1 57 1 1 2 1 1 75 1
2687 2 2 1 1 18 2 1 1 1 1 49 1
2688 2 1 1 1 72 1 2 2 1 1 70 1
2689 2 2 1 1 39 1 1 1 1 1 39 3
2689 3 2 1 1 14 2 1 1 1 1 39 3
2689 4 2 1 1 8 2 1 1 1 1 39 3
2690 2 1 1 1 51 1 1 2 1 1 44 2
2690 3 1 1 1 10 4 1 2 1 1 44 2
2691 2 2 6 1 73 1 2 1 2 1 73 1
2692 2 2 7 1 76 1 1 1 1 1 73 1
2693 2 2 2 1 36 2 1 2 2 1 65 2
2693 3 1 2 1 63 11 1 2 2 1 65 2
2694 2 1 1 1 46 1 1 2 1 1 49 3
2694 3 2 1 1 12 2 1 2 1 1 49 3
2694 4 2 1 1 4 2 1 2 1 1 49 3
2695 2 1 5 1 53 1 1 2 3 1 52 2
2695 3 2 1 1 14 2 1 2 3 1 52 2
2696 2 2 1 1 30 1 2 1 1 1 31 1
2697 2 2 6 1 57 1 2 1 6 1 58 3
2697 3 2 6 1 26 2 2 1 6 1 58 3
2697 4 2 8 1 21 2 2 1 6 1 58 3
2698 2 2 1 1 21 11 2 2 1 1 29 2
2698 3 1 1 1 22 11 2 2 1 1 29 2
2699 2 1 1 1 80 1 1 2 1 1 70 1
2700 2 1 1 1 48 1 1 2 1 1 47 1
2701 2 2 1 1 78 1 1 1 1 1 76 1
2702 2 2 1 1 78 1 1 1 1 1 62 1
2703 2 2 1 1 54 1 1 1 1 1 65 1
2704 2 2 1 1 69 1 1 1 1 1 81 1
2705 2 2 1 1 72 1 1 1 1 1 44 3
2705 3 1 1 1 18 2 1 1 1 1 44 3
2705 4 1 1 1 14 2 1 1 1 1 44 3
2706 2 1 1 1 76 1 1 2 1 1 73 1
2707 2 1 2 1 22 1 1 2 2 1 55 1
2708 2 2 1 1 7 3 1 2 1 1 89 1
2709 2 1 6 1 58 1 2 2 8 1 30 2
2709 3 2 8 1 2 2 2 2 8 1 30 2
2710 2 2 2 1 62 11 2 1 2 1 57 1
2711 2 2 8 1 74 1 1 1 1 1 73 1
2712 2 1 1 1 51 1 1 2 1 1 39 3
2712 3 1 1 1 12 2 1 2 1 1 39 3
2712 4 1 1 1 5 2 1 2 1 1 39 3
2713 2 1 1 1 71 1 1 2 1 1 71 1
2714 2 2 1 1 54 1 1 1 1 1 58 2
2714 3 2 1 1 15 2 1 1 1 1 58 2
2715 2 2 1 1 72 1 1 1 1 1 69 1
2716 2 1 1 1 54 1 1 2 1 1 87 1
2717 2 2 2 1 22 12 2 2 2 1 41 1
2718 2 2 1 1 65 1 1 1 1 1 73 1
2719 2 2 2 1 32 2 2 2 2 1 60 1
2720 2 1 1 1 59 1 1 2 1 1 59 1
2721 2 2 1 1 46 1 1 1 1 1 47 1
2722 2 2 1 1 57 1 1 1 1 1 59 2
2722 3 1 1 1 24 3 1 1 1 1 59 2
2723 2 2 1 1 52 1 1 1 1 1 58 1
2724 2 1 2 1 18 7 1 1 2 1 62 2
2724 3 1 2 1 17 2 1 1 2 1 62 2
2725 2 2 1 1 61 1 1 1 1 1 53 1
2726 2 2 2 1 13 2 2 2 2 1 40 2
2726 3 1 2 1 40 11 2 2 2 1 40 2
2727 2 2 1 1 11 2 1 2 1 1 36 1
2728 2 2 1 1 64 1 1 1 1 1 73 1
2729 2 2 1 1 64 1 1 1 1 1 69 1
2730 2 2 1 1 34 1 1 1 4 1 33 2
2730 3 2 8 1 3 2 1 1 4 1 33 2
2731 2 2 2 1 11 2 2 2 2 1 39 2
2731 3 1 2 1 23 3 2 2 2 1 39 2
2732 2 1 1 3 57 5 2 2 1 3 55 2
2732 3 2 1 3 21 10 2 2 1 3 55 2
2733 2 1 2 1 21 7 2 2 2 1 64 1
2734 2 1 1 1 37 1 1 2 1 1 42 2
2734 3 2 1 1 20 2 1 2 1 1 42 2
2735 2 2 1 1 63 1 1 1 1 1 64 1
2736 2 2 1 1 37 1 2 1 1 1 39 3
2736 3 1 1 1 9 2 2 1 1 1 39 3
2736 4 2 1 1 6 2 2 1 1 1 39 3
2737 2 2 1 1 40 1 1 1 1 1 39 3
2737 3 2 1 1 6 2 1 1 1 1 39 3
2737 4 1 1 1 3 2 1 1 1 1 39 3
2738 2 1 2 1 59 1 2 2 2 1 51 3
2738 3 1 2 1 25 2 2 2 2 1 51 3
2738 4 1 2 1 12 2 2 2 2 1 51 3
2739 2 2 1 1 59 1 1 1 1 1 63 1
2740 2 2 1 1 26 1 1 1 1 1 40 3
2740 3 2 1 1 14 2 1 1 1 1 40 3
2740 4 1 1 1 9 2 1 1 1 1 40 3
2741 2 1 7 1 5 2 1 2 1 1 27 2
2741 3 2 1 1 1 2 1 2 1 1 27 2
2742 2 1 1 1 22 11 2 2 1 1 21 2
2742 3 2 1 1 21 11 2 2 1 1 21 2
2743 2 1 1 1 42 1 2 2 1 1 32 1
2744 2 1 1 1 65 1 1 2 1 1 65 2
2744 3 1 1 1 94 6 1 2 1 1 65 2
2745 2 2 1 1 64 1 1 1 1 1 66 1
2746 2 1 1 1 61 1 1 2 1 1 58 1
2747 2 2 8 1 35 1 1 1 5 1 41 3
2747 3 1 6 1 9 2 1 1 5 1 41 3
2747 4 1 6 5 14 2 1 1 5 1 41 3
2748 2 1 2 1 15 7 2 1 8 1 87 1
2749 2 2 1 1 59 1 1 1 6 1 64 1
2750 2 2 1 1 61 1 1 1 1 1 60 1
2751 2 1 6 1 23 1 2 2 1 1 46 1
2752 2 2 8 1 36 2 2 2 6 1 43 1
2753 2 2 1 1 47 1 1 1 1 1 40 3
2753 3 2 1 1 5 4 1 1 1 1 40 3
2753 4 2 1 1 16 4 1 1 1 1 40 3
2754 2 2 1 1 36 1 2 1 1 1 48 3
2754 3 2 8 1 12 2 2 1 1 1 48 3
2754 4 2 1 1 9 2 2 1 1 1 48 3
2755 2 2 1 1 56 11 1 1 3 1 58 1
2756 2 2 6 1 29 1 1 1 8 1 58 3
2756 3 1 8 1 16 2 1 1 8 1 58 3
2756 4 1 8 1 14 2 1 1 8 1 58 3
2757 2 2 1 1 31 1 1 1 1 1 31 1
2758 2 2 1 1 51 1 1 1 1 1 56 3
2758 3 1 1 1 10 2 1 1 1 1 56 3
2758 4 1 1 1 23 2 1 1 1 1 56 3
2759 2 2 1 1 73 1 1 1 1 1 75 1
2760 2 1 1 1 51 1 1 2 1 1 51 2
2760 3 1 1 1 33 2 1 2 1 1 51 2
2761 2 1 1 1 81 1 1 2 1 1 75 1
2762 2 2 1 1 55 1 1 1 1 1 58 1
2763 2 1 1 2 15 2 2 2 1 2 43 1
2764 2 1 1 1 59 1 1 2 1 1 69 1
2765 2 2 2 1 15 2 2 2 2 1 36 3
2765 3 1 2 1 9 2 2 2 2 1 36 3
2765 4 1 2 1 4 2 2 2 2 1 36 3
2766 2 1 1 1 75 1 1 2 1 1 51 1
2767 2 2 1 2 23 2 2 2 1 2 43 2
2767 3 1 8 2 17 1 2 2 1 2 43 2
2768 2 2 1 1 59 1 1 1 1 1 59 2
2768 3 2 1 1 20 2 1 1 1 1 59 2
2769 2 2 1 1 56 1 1 1 1 1 56 1
2770 2 2 1 1 58 1 1 1 1 1 70 1
2771 2 2 2 1 44 1 2 1 2 1 39 2
2771 3 2 2 1 13 2 2 1 2 1 39 2
2772 2 1 1 1 12 2 1 1 1 1 52 2
2772 3 1 1 1 50 11 1 1 1 1 52 2
2773 2 2 1 5 66 1 1 1 1 1 67 1
2774 2 2 1 3 14 2 2 2 1 3 45 2
2774 3 2 1 3 6 2 2 2 1 3 45 2
2775 2 2 1 2 48 1 1 1 1 2 51 2
2775 3 2 1 2 10 2 1 1 1 2 51 2
2776 2 1 1 2 22 1 1 2 1 5 38 3
2776 3 1 1 2 13 2 1 2 1 5 38 3
2776 4 1 1 2 13 11 1 2 1 5 38 3
2777 2 2 2 1 57 10 2 2 2 1 42 2
2777 3 1 2 1 18 2 2 2 2 1 42 2
2778 2 2 1 1 30 1 1 1 1 1 51 3
2778 3 1 1 1 22 2 1 1 1 1 51 3
2778 4 1 1 1 18 2 1 1 1 1 51 3
2779 2 1 1 1 52 1 1 2 1 1 40 2
2779 3 1 1 1 7 7 1 2 1 1 40 2
2780 2 2 1 1 35 1 1 1 1 1 43 3
2780 3 2 1 1 14 2 1 1 1 1 43 3
2780 4 2 1 1 11 2 1 1 1 1 43 3
2781 2 2 1 2 56 1 2 1 1 2 29 2
2781 3 1 1 2 1 2 2 1 1 2 29 2
2782 2 2 1 1 35 1 1 1 1 1 34 3
2782 3 1 1 1 16 2 1 1 1 1 34 3
2782 4 1 1 1 18 4 1 1 1 1 34 3
2783 2 2 2 1 53 2 2 2 2 1 68 1
2784 2 2 2 1 15 2 2 1 2 1 45 2
2784 3 2 2 1 12 2 2 1 2 1 45 2
2785 2 1 1 1 28 11 2 2 1 1 26 1
2786 2 2 1 1 45 1 1 1 1 1 51 2
2786 3 1 1 1 11 2 1 1 1 1 51 2
2787 2 2 8 2 27 11 2 2 4 2 42 1
2788 2 2 1 1 71 1 1 1 1 1 69 1
2789 2 2 1 1 55 1 1 1 1 1 69 1
2790 2 2 1 1 64 1 1 1 1 1 74 1
2791 2 1 1 1 50 2 1 2 1 1 82 1
2792 2 1 1 1 39 1 2 2 1 1 49 3
2792 3 1 1 1 4 2 2 2 1 1 49 3
2792 4 1 1 1 18 4 2 2 1 1 49 3
2793 2 2 1 1 27 9 1 1 1 1 82 1
2794 2 2 1 1 75 1 1 1 1 1 67 1
2795 2 2 1 1 86 1 1 1 1 1 80 1
2796 2 2 1 1 57 1 1 1 1 1 50 3
2796 3 1 1 1 17 2 1 1 1 1 50 3
2796 4 2 1 1 2 2 1 1 1 1 50 3
2797 2 2 1 1 46 1 1 1 1 1 59 1
2798 2 1 1 1 56 1 1 2 1 1 54 2
2798 3 1 1 1 35 2 1 2 1 1 54 2
2799 2 1 1 1 51 11 1 2 1 1 33 3
2799 3 1 1 1 6 2 1 2 1 1 33 3
2799 4 2 1 1 3 2 1 2 1 1 33 3
2800 2 1 1 2 4 2 2 2 1 2 32 1
2801 2 2 1 1 62 1 1 1 1 1 76 1
2802 2 2 1 1 31 1 2 1 1 1 47 2
2802 3 2 1 1 17 2 2 1 1 1 47 2
2803 2 2 1 1 42 1 1 1 1 1 46 3
2803 3 1 1 1 12 2 1 1 1 1 46 3
2803 4 2 1 1 9 2 1 1 1 1 46 3
2804 2 1 1 1 30 2 2 2 1 1 58 1
2805 2 1 4 1 34 1 1 2 1 1 28 1
2806 2 1 1 1 42 1 1 2 1 1 37 3
2806 3 1 1 1 4 2 1 2 1 1 37 3
2806 4 2 1 1 13 4 1 2 1 1 37 3
2807 2 1 1 1 32 11 1 2 1 1 32 1
2808 2 1 4 1 62 1 1 2 4 1 56 1
2809 2 1 7 5 13 2 2 2 1 3 51 1
2810 2 2 1 1 33 1 1 1 1 1 49 2
2810 3 1 1 1 15 2 1 1 1 1 49 2
2811 2 2 1 1 57 1 1 1 1 1 63 1
2812 2 1 1 1 27 11 1 1 1 1 31 1
2813 2 2 1 1 49 1 1 1 1 1 46 2
2813 3 1 1 1 3 2 1 1 1 1 46 2
2814 2 2 1 1 18 2 1 2 1 1 48 2
2814 3 2 1 1 9 2 1 2 1 1 48 2
2815 2 2 1 2 10 2 2 2 8 2 34 3
2815 3 2 1 2 22 2 2 2 8 2 34 3
2815 4 1 1 2 36 1 2 2 8 2 34 3
2816 2 1 1 3 41 1 1 2 7 5 44 2
2816 3 1 1 5 19 2 1 2 7 5 44 2
2817 2 1 1 1 68 5 1 2 1 1 70 1
2818 2 2 1 1 52 1 1 1 1 1 75 2
2818 3 1 1 1 26 2 1 1 1 1 75 2
2819 2 2 1 5 58 1 1 1 1 1 52 1
2820 2 1 1 1 75 1 1 2 1 1 65 1
2821 2 2 1 1 32 1 1 1 1 1 34 3
2821 3 2 1 1 18 2 1 1 1 1 34 3
2821 4 1 1 1 10 2 1 1 1 1 34 3
2822 2 2 1 1 67 1 1 1 1 1 70 1
2823 2 2 1 1 59 1 1 1 1 1 77 1
2824 2 2 4 1 26 11 1 2 4 1 31 1
2825 2 2 1 1 9 2 1 2 1 1 28 3
2825 3 1 1 1 2 2 1 2 1 1 28 3
2825 4 2 1 1 22 11 1 2 1 1 28 3
2826 2 1 1 1 30 7 1 1 1 1 73 2
2826 3 2 1 1 12 7 1 1 1 1 73 2
2827 2 1 2 1 12 2 1 2 2 1 29 2
2827 3 2 2 1 5 2 1 2 2 1 29 2
2828 2 1 1 1 9 2 1 2 1 1 29 3
2828 3 1 1 1 5 11 1 2 1 1 29 3
2828 4 1 1 1 32 11 1 2 1 1 29 3
2829 2 2 1 1 71 1 2 1 1 1 92 1
2830 2 1 2 1 25 11 2 2 1 1 20 1
2831 2 1 1 1 55 1 2 2 1 1 44 1
2832 2 2 1 1 43 11 2 1 1 1 37 2
2832 3 1 1 1 27 11 2 1 1 1 37 2
2833 2 2 1 1 74 1 1 1 1 1 74 1
2834 2 2 1 1 66 1 1 1 1 1 66 2
2834 3 2 1 1 38 2 1 1 1 1 66 2
2835 2 2 1 4 30 1 1 1 1 1 30 2
2835 3 2 1 1 12 2 1 1 1 1 30 2
2836 2 2 1 1 28 1 1 1 1 1 28 1
2837 2 1 1 1 43 1 1 2 1 1 42 3
2837 3 2 1 1 13 2 1 2 1 1 42 3
2837 4 1 1 1 10 2 1 2 1 1 42 3
2838 2 1 1 1 22 2 1 2 1 1 44 1
2839 2 1 1 1 15 2 1 2 1 1 36 3
2839 3 2 1 1 9 2 1 2 1 1 36 3
2839 4 1 1 1 4 2 1 2 1 1 36 3
2840 2 1 1 1 48 1 1 2 1 1 42 3
2840 3 2 1 1 18 2 1 2 1 1 42 3
2840 4 2 1 1 16 2 1 2 1 1 42 3
2841 2 2 1 1 68 1 1 1 1 1 70 1
2842 2 1 1 1 53 1 1 2 1 1 48 3
2842 3 2 1 1 12 2 1 2 1 1 48 3
2842 4 1 1 1 8 2 1 2 1 1 48 3
2843 2 2 7 2 67 1 1 1 1 2 58 2
2843 3 1 7 3 8 3 1 1 1 2 58 2
2844 2 1 1 1 12 2 1 2 1 1 41 2
2844 3 2 1 1 10 2 1 2 1 1 41 2
2845 2 1 1 1 53 2 1 2 1 1 81 1
2846 2 2 1 1 46 2 1 2 1 1 72 1
2847 2 1 1 1 4 2 1 1 1 1 25 2
2847 3 2 1 1 24 11 1 1 1 1 25 2
2848 2 2 1 1 47 1 1 1 1 1 49 3
2848 3 1 1 1 9 2 1 1 1 1 49 3
2848 4 2 1 2 13 2 1 1 1 1 49 3
2849 2 1 2 1 3 2 2 2 2 1 36 1
2850 2 2 1 1 47 1 1 1 1 1 51 3
2850 3 1 1 1 19 2 1 1 1 1 51 3
2850 4 2 1 1 18 2 1 1 1 1 51 3
2851 2 2 2 1 19 10 1 1 2 1 37 1
2852 2 2 1 1 37 1 1 1 1 1 41 1
2853 2 2 1 1 48 1 1 1 1 1 46 1
2854 2 1 1 1 68 1 2 2 1 1 75 2
2854 3 2 1 1 54 2 2 2 1 1 75 2
2855 2 1 1 1 9 2 1 1 1 3 42 3
2855 3 1 1 3 6 2 1 1 1 3 42 3
2855 4 2 1 1 33 1 1 1 1 3 42 3
2856 2 2 2 1 75 1 2 1 2 1 75 1
2857 2 1 1 1 59 1 1 2 1 1 60 1
2858 2 1 1 1 70 1 1 2 1 1 78 1
2859 2 1 1 5 23 2 1 1 1 5 39 3
2859 3 2 1 5 13 2 1 1 1 5 39 3
2859 4 2 1 5 34 11 1 1 1 5 39 3
2860 2 1 1 1 37 1 1 2 1 1 39 1
2861 2 2 1 1 79 1 1 1 1 1 73 1
2862 2 1 1 2 8 2 1 1 1 2 37 2
2862 3 2 1 5 39 11 1 1 1 2 37 2
2863 2 1 3 1 53 1 1 2 1 1 28 1
2864 2 2 1 1 73 1 1 1 1 1 66 2
2864 3 1 1 1 37 7 1 1 1 1 66 2
2865 2 2 1 1 82 1 1 1 1 1 79 1
2866 2 2 1 1 45 1 2 1 1 1 67 2
2866 3 1 1 1 9 7 2 1 1 1 67 2
2867 2 1 1 1 53 1 1 2 1 1 51 1
2868 2 2 1 1 24 11 2 2 1 1 25 1
2869 2 1 7 1 26 1 2 2 1 1 47 1
2870 2 2 1 1 55 1 1 1 1 1 35 2
2870 3 2 1 1 12 2 1 1 1 1 35 2
2871 2 1 1 1 17 1 1 2 1 1 51 2
2871 3 1 1 1 5 2 1 2 1 1 51 2
2872 2 2 1 1 68 1 1 1 1 1 79 1
2873 2 2 1 3 77 8 2 1 7 3 26 1
2874 2 2 7 5 17 2 2 2 7 5 39 2
2874 3 2 7 5 6 2 2 2 7 5 39 2
2875 2 2 1 1 79 1 1 1 1 1 66 1
2876 2 1 1 1 54 1 2 2 1 1 39 2
2876 3 1 7 1 4 2 2 2 1 1 39 2
2877 2 2 1 1 23 1 1 1 1 1 60 1
2878 2 2 1 1 43 1 1 1 1 1 45 3
2878 3 2 1 1 19 2 1 1 1 1 45 3
2878 4 1 1 1 16 2 1 1 1 1 45 3
2879 2 2 1 1 62 1 1 1 1 1 25 3
2879 3 2 1 1 4 2 1 1 1 1 25 3
2879 4 2 1 1 18 2 1 1 1 1 25 3
2880 2 1 1 1 57 1 1 2 1 1 58 1
2881 2 1 1 1 60 1 1 2 1 1 63 1
2882 2 2 1 1 28 11 2 2 1 2 25 2
2882 3 1 1 1 26 11 2 2 1 2 25 2
2883 2 1 1 1 30 1 1 2 1 1 28 3
2883 3 1 1 1 5 2 1 2 1 1 28 3
2883 4 1 1 1 16 2 1 2 1 1 28 3
2884 2 2 1 1 48 1 1 1 1 1 63 3
2884 3 2 1 1 6 2 1 1 1 1 63 3
2884 4 2 1 1 25 4 1 1 1 1 63 3
2885 2 2 1 1 31 1 1 1 1 1 55 3
2885 3 2 1 1 6 2 1 1 1 1 55 3
2885 4 2 1 1 12 2 1 1 1 1 55 3
2886 2 2 1 1 72 1 1 1 1 1 77 1
2887 2 2 1 2 18 1 1 1 1 2 33 3
2887 3 2 1 2 29 5 1 1 1 2 33 3
2887 4 1 1 1 55 6 1 1 1 2 33 3
2888 2 2 1 1 69 1 1 1 1 1 86 1
2889 2 2 6 1 63 1 1 1 6 1 47 3
2889 3 1 8 1 56 11 1 1 6 1 47 3
2889 4 2 6 2 44 11 1 1 6 1 47 3
2890 2 1 1 1 63 1 1 2 1 1 63 1
2891 2 2 1 1 66 1 2 1 1 1 68 1
2892 2 2 1 1 28 2 1 2 1 1 59 1
2893 2 2 1 1 62 1 1 1 1 1 69 2
2893 3 2 1 1 19 3 1 1 1 1 69 2
2894 2 1 1 1 43 1 1 2 1 1 42 3
2894 3 1 1 1 57 11 1 2 1 1 42 3
2894 4 2 1 1 6 2 1 2 1 1 42 3
2895 2 2 1 1 66 1 1 1 1 1 69 1
2896 2 2 1 1 65 1 1 1 1 1 73 1
2897 2 2 1 2 33 1 1 1 1 2 40 3
2897 3 1 1 2 10 2 1 1 1 2 40 3
2897 4 1 1 2 11 2 1 1 1 2 40 3
2898 2 1 1 1 6 2 2 2 1 1 31 3
2898 3 1 1 1 3 2 2 2 1 1 31 3
2898 4 2 1 1 27 11 2 2 1 1 31 3
2899 2 1 2 1 16 2 2 2 8 1 47 1
2900 2 2 1 1 28 2 1 2 1 1 63 1
2901 2 1 2 1 77 6 1 2 2 4 38 3
2901 3 2 2 1 9 11 1 2 2 4 38 3
2901 4 2 2 1 8 2 1 2 2 4 38 3
2902 2 1 2 1 63 1 1 2 2 1 61 1
2903 2 1 9 1 75 11 2 1 9 1 27 1
2904 2 2 1 1 54 1 1 1 1 1 58 3
2904 3 1 1 1 12 2 1 1 1 1 58 3
2904 4 1 1 1 4 2 1 1 1 1 58 3
2905 2 2 1 1 64 1 1 1 1 1 68 1
2906 2 1 2 1 54 1 1 2 2 1 61 1
2907 2 2 1 1 59 1 1 1 1 1 67 2
2907 3 1 1 1 27 2 1 1 1 1 67 2
2908 2 1 2 1 55 1 1 2 1 1 56 2
2908 3 1 1 1 13 2 1 2 1 1 56 2
2909 2 2 1 1 4 2 1 1 1 1 30 3
2909 3 1 1 1 34 11 1 1 1 1 30 3
2909 4 2 1 1 9 2 1 1 1 1 30 3
2910 2 2 1 1 69 1 1 1 1 1 69 2
2910 3 1 1 1 47 2 1 1 1 1 69 2
2911 2 2 1 1 69 1 1 1 1 1 74 1
2912 2 1 1 1 72 1 1 2 1 1 65 1
2913 2 2 1 1 49 1 1 1 1 1 42 3
2913 3 1 1 1 85 12 1 1 1 1 42 3
2913 4 1 1 1 78 12 1 1 1 1 42 3
2914 2 1 1 1 58 1 2 2 3 1 70 1
2915 2 1 1 1 56 1 1 2 1 1 51 1
2916 2 2 1 1 61 1 1 1 9 1 63 1
2917 2 2 1 1 71 1 1 1 1 1 64 1
2918 2 1 2 1 14 2 1 2 2 1 37 2
2918 3 1 6 1 12 2 1 2 2 1 37 2
2919 2 2 1 1 47 11 1 2 1 1 57 1
2920 2 1 1 1 45 11 2 2 1 1 54 1
2921 2 1 1 1 61 1 1 2 1 1 67 2
2921 3 1 1 1 32 2 1 2 1 1 67 2
2922 2 1 1 1 34 2 1 2 1 1 65 1
2923 2 1 1 1 49 11 1 1 1 1 53 2
2923 3 1 1 1 41 11 1 1 1 1 53 2
2924 2 1 1 1 46 1 2 2 1 1 29 3
2924 3 2 1 1 5 2 2 2 1 1 29 3
2924 4 1 1 1 1 2 2 2 1 1 29 3
2925 2 1 1 2 10 2 2 1 1 1 30 3
2925 3 1 1 2 8 2 2 1 1 1 30 3
2925 4 1 1 2 32 11 2 1 1 1 30 3
2926 2 1 1 1 41 1 1 2 1 1 41 3
2926 3 2 1 1 13 2 1 2 1 1 41 3
2926 4 1 1 1 9 2 1 2 1 1 41 3
2927 2 1 1 1 65 5 1 2 1 4 71 2
2927 3 1 1 1 28 7 1 2 1 4 71 2
2928 2 2 1 1 60 1 1 1 1 1 73 1
2929 2 1 7 2 51 1 1 2 1 2 51 2
2929 3 2 7 1 29 2 1 2 1 2 51 2
2930 2 2 6 4 29 1 2 1 6 1 30 1
2931 2 2 1 1 55 1 1 1 1 1 66 1
2932 2 1 1 1 2 11 1 2 1 1 33 2
2932 3 1 1 1 34 11 1 2 1 1 33 2
2933 2 2 5 1 41 1 1 1 1 1 52 2
2933 3 2 8 1 14 2 1 1 1 1 52 2
2934 2 2 1 1 24 1 1 1 1 1 23 2
2934 3 1 1 1 2 2 1 1 1 1 23 2
2935 2 2 1 1 35 12 1 1 1 1 74 1
2936 2 1 1 1 19 2 1 2 1 1 89 1
2937 2 2 1 3 55 1 1 1 8 1 65 2
2937 3 2 1 1 17 7 1 1 8 1 65 2
2938 2 1 1 1 42 1 1 2 1 1 38 1
2939 2 1 1 1 60 11 1 2 1 1 58 1
2940 2 2 1 1 72 1 1 1 1 1 69 1
2941 2 2 1 1 57 1 1 1 1 1 84 1
2942 2 1 1 1 9 7 1 2 1 1 52 2
2942 3 1 1 1 9 7 1 2 1 1 52 2
2943 2 2 2 1 20 2 1 2 2 1 57 2
2943 3 1 2 1 21 10 1 2 2 1 57 2
2944 2 2 2 1 29 1 1 1 2 1 41 3
2944 3 2 2 1 2 10 1 1 2 1 41 3
2944 4 2 3 1 53 12 1 1 2 1 41 3
2945 2 2 1 1 34 1 1 1 1 1 35 2
2945 3 2 1 1 2 3 1 1 1 1 35 2
2946 2 2 1 4 70 1 1 1 1 1 74 1
2947 2 1 1 1 69 1 1 2 1 1 65 1
2948 2 1 1 1 49 1 2 2 1 1 63 1
2949 2 2 1 1 31 1 1 1 1 2 31 1
2950 2 2 4 1 24 1 2 1 4 1 24 1
2951 2 2 1 1 52 1 1 1 1 1 46 2
2951 3 2 1 1 13 2 1 1 1 1 46 2
2952 2 2 1 1 76 11 1 2 1 1 78 1
2953 2 2 1 1 48 1 1 1 1 1 39 3
2953 3 1 1 1 15 2 1 1 1 1 39 3
2953 4 1 1 1 11 2 1 1 1 1 39 3
2954 2 2 1 5 8 2 2 1 1 5 35 3
2954 3 1 1 5 3 2 2 1 1 5 35 3
2954 4 1 1 5 34 11 2 1 1 5 35 3
2955 2 2 2 1 17 2 2 1 1 1 54 3
2955 3 1 2 1 15 2 2 1 1 1 54 3
2955 4 2 2 1 56 5 2 1 1 1 54 3
2956 2 2 1 1 70 1 1 1 1 1 87 1
2957 2 2 1 1 57 1 1 1 1 1 59 1
2958 2 2 5 1 14 7 1 2 1 1 60 2
2958 3 2 1 1 12 2 1 2 1 1 60 2
2959 2 2 1 2 18 1 1 1 1 2 62 2
2959 3 1 1 2 18 7 1 1 1 2 62 2
2960 2 2 1 1 31 1 2 1 1 1 33 3
2960 3 1 1 1 5 2 2 1 1 1 33 3
2960 4 2 1 1 3 2 2 1 1 1 33 3
2961 2 1 1 1 64 1 1 2 1 1 70 1
2962 2 2 1 1 31 1 1 1 1 1 56 3
2962 3 1 1 1 23 2 1 1 1 1 56 3
2962 4 2 1 1 20 2 1 1 1 1 56 3
2963 2 1 4 1 42 1 1 2 1 1 43 3
2963 3 1 1 2 9 2 1 2 1 1 43 3
2963 4 1 1 2 16 2 1 2 1 1 43 3
2964 2 2 1 2 28 2 2 2 1 2 51 2
2964 3 2 1 2 4 7 2 2 1 2 51 2
2965 2 2 1 1 62 1 1 1 1 1 69 1
2966 2 2 1 2 55 1 1 1 1 2 51 2
2966 3 1 1 2 24 2 1 1 1 2 51 2
2967 2 2 1 1 46 1 1 1 1 1 47 3
2967 3 2 1 1 20 2 1 1 1 1 47 3
2967 4 1 1 1 2 2 1 1 1 1 47 3
2968 2 1 1 1 63 1 1 2 1 1 74 2
2968 3 2 1 1 59 2 1 2 1 1 74 2
2969 2 1 1 1 47 2 1 2 1 1 85 2
2969 3 1 1 4 10 7 1 2 1 1 85 2
2970 2 1 1 2 34 1 1 2 1 1 62 3
2970 3 2 1 1 39 2 1 2 1 1 62 3
2970 4 1 8 1 20 2 1 2 1 1 62 3
2971 2 2 1 1 32 1 2 1 1 1 50 1
2972 2 2 1 1 56 1 1 1 1 1 49 1
2973 2 1 1 1 80 1 1 2 1 1 85 1
2974 2 2 1 1 83 1 1 1 1 1 63 1
2975 2 1 1 1 60 6 1 1 1 1 46 1
2976 2 1 7 3 35 2 1 2 1 5 77 2
2976 3 2 7 3 9 7 1 2 1 5 77 2
2977 2 2 1 1 79 1 1 1 1 1 68 2
2977 3 2 1 1 90 5 1 1 1 1 68 2
2978 2 2 1 1 56 1 1 1 1 1 47 2
2978 3 1 1 1 4 2 1 1 1 1 47 2
2979 2 2 1 1 49 1 2 1 1 1 33 3
