"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage" "householdsize"
2979 3 1 1 1 7 2 2 1 1 1 33 3
2979 4 1 1 1 5 2 2 1 1 1 33 3
2980 2 2 1 1 42 1 1 1 1 1 34 3
2980 3 2 1 1 4 2 1 1 1 1 34 3
2980 4 2 1 1 2 2 1 1 1 1 34 3
2981 2 1 1 1 77 1 1 2 1 1 74 1
2982 2 1 6 1 14 2 1 2 2 1 37 2
2982 3 1 2 1 48 11 1 2 2 1 37 2
2983 2 1 1 1 48 1 2 2 1 1 54 1
2984 2 2 1 1 40 1 2 1 1 1 58 2
2984 3 1 1 1 18 4 2 1 1 1 58 2
2985 2 2 1 1 61 1 1 1 1 1 64 2
2985 3 1 1 1 26 2 1 1 1 1 64 2
2986 2 2 1 1 73 1 1 1 1 1 81 1
2987 2 1 1 1 15 4 1 2 1 1 53 2
2987 3 1 1 1 13 2 1 2 1 1 53 2
2988 2 2 2 1 58 12 2 2 8 1 66 2
2988 3 1 2 1 58 12 2 2 8 1 66 2
2989 2 2 1 1 30 11 2 2 1 1 33 1
2990 2 1 1 1 68 1 1 2 1 1 60 1
2991 2 1 7 5 5 2 1 2 1 5 42 2
2991 3 1 7 5 3 2 1 2 1 5 42 2
2992 2 1 1 1 31 1 1 2 1 1 41 3
2992 3 1 1 3 10 2 1 2 1 1 41 3
2992 4 1 1 1 16 4 1 2 1 1 41 3
2993 2 1 1 1 45 1 1 2 1 1 51 3
2993 3 2 1 1 19 2 1 2 1 1 51 3
2993 4 2 1 1 15 2 1 2 1 1 51 3
2994 2 2 1 1 58 1 1 1 1 1 71 1
2995 2 1 1 1 59 1 1 2 1 1 54 1
2996 2 2 1 1 51 1 1 1 1 1 52 2
2996 3 2 1 1 24 2 1 1 1 1 52 2
2997 2 2 1 1 67 1 1 1 1 1 30 1
2998 2 1 1 2 18 1 2 2 1 5 37 2
2998 3 2 1 2 15 2 2 2 1 5 37 2
2999 2 1 1 1 35 1 1 2 1 1 46 3
2999 3 2 1 1 13 2 1 2 1 1 46 3
2999 4 1 1 1 11 2 1 2 1 1 46 3
3000 2 2 6 1 50 1 1 1 2 1 58 2
3000 3 2 6 1 8 2 1 1 2 1 58 2
3001 2 2 1 5 5 2 2 1 1 5 30 3
3001 3 1 1 5 3 2 2 1 1 5 30 3
3001 4 2 1 5 35 11 2 1 1 5 30 3
3002 2 1 1 1 44 1 1 2 1 1 41 1
3003 2 1 2 1 45 1 2 2 2 1 39 3
3003 3 2 2 1 1 2 2 2 2 1 39 3
3003 4 1 2 1 5 2 2 2 2 1 39 3
3004 2 2 1 1 62 1 1 1 1 1 64 1
3005 2 1 1 1 40 1 1 2 1 1 41 3
3005 3 2 1 1 14 2 1 2 1 1 41 3
3005 4 1 1 1 9 2 1 2 1 1 41 3
3006 2 2 1 1 48 1 2 1 1 1 32 3
3006 3 2 1 1 15 2 2 1 1 1 32 3
3006 4 2 1 1 9 3 2 1 1 1 32 3
3007 2 1 1 1 58 1 1 2 1 1 53 2
3007 3 2 1 1 18 2 1 2 1 1 53 2
3008 2 1 1 1 54 1 1 2 1 1 52 1
3009 2 2 1 1 26 1 2 1 1 1 24 3
3009 3 1 1 1 25 11 2 1 1 1 24 3
3009 4 1 1 1 24 11 2 1 1 1 24 3
3010 2 1 1 1 65 1 1 2 1 1 84 1
3011 2 2 2 1 30 2 1 2 2 1 54 3
3011 3 1 2 1 7 2 1 2 2 1 54 3
3011 4 2 2 1 2 7 1 2 2 1 54 3
3012 2 2 1 1 57 1 1 1 1 1 55 1
3013 2 1 1 2 19 1 2 2 1 2 45 3
3013 3 2 1 2 8 2 2 2 1 2 45 3
3013 4 1 1 2 11 2 2 2 1 2 45 3
3014 2 2 4 1 87 1 1 1 4 1 64 1
3015 2 2 1 1 59 1 1 1 3 1 60 1
3016 2 1 2 1 16 1 1 2 2 1 32 1
3017 2 2 1 1 54 1 1 1 1 1 54 2
3017 3 2 1 1 19 2 1 1 1 1 54 2
3018 2 2 1 1 72 1 1 1 1 1 73 1
3019 2 2 1 1 42 1 2 1 6 1 44 3
3019 3 1 8 1 14 2 2 1 6 1 44 3
3019 4 1 8 1 7 2 2 1 6 1 44 3
3020 2 1 1 1 66 1 1 2 1 1 73 1
3021 2 2 2 1 56 11 2 2 2 1 60 1
3022 2 1 1 1 47 1 1 2 1 1 40 3
3022 3 2 1 1 8 2 1 2 1 1 40 3
3022 4 2 1 1 6 2 1 2 1 1 40 3
3023 2 2 1 1 58 1 1 1 1 1 55 1
3024 2 2 1 1 63 1 1 1 1 1 63 1
3025 2 2 1 1 32 1 1 1 1 1 67 1
3026 2 1 1 1 81 1 1 2 1 1 76 1
3027 2 1 8 1 10 2 1 1 6 1 57 2
3027 3 2 8 1 17 2 1 1 6 1 57 2
3028 2 2 1 1 51 1 1 1 1 1 53 1
3029 2 2 1 1 57 1 1 1 1 1 67 1
3030 2 1 1 1 20 11 2 1 1 1 19 1
3031 2 1 2 1 26 2 1 2 2 1 52 2
3031 3 2 2 1 15 7 1 2 2 1 52 2
3032 2 2 1 1 77 1 2 1 1 1 59 2
3032 3 2 2 1 24 4 2 1 1 1 59 2
3033 2 2 1 1 68 1 1 1 1 1 66 1
3034 2 2 1 5 74 1 1 1 1 1 77 1
3035 2 2 1 5 59 1 1 1 1 1 57 1
3036 2 1 1 1 69 1 1 2 1 1 81 1
3037 2 1 2 1 74 1 1 2 2 1 60 2
3037 3 1 2 1 11 2 1 2 2 1 60 2
3038 2 2 2 1 18 2 1 2 7 1 51 2
3038 3 1 2 1 18 2 1 2 7 1 51 2
3039 2 1 1 1 54 1 1 2 1 1 51 1
3040 2 2 1 1 86 5 1 2 1 1 87 1
3041 2 2 1 1 60 1 1 1 1 1 69 1
3042 2 2 1 1 37 1 1 1 1 1 45 3
3042 3 2 1 1 23 2 1 1 1 1 45 3
3042 4 1 1 1 3 2 1 1 1 1 45 3
3043 2 2 1 1 74 1 1 1 1 1 79 1
3044 2 2 1 1 45 1 1 1 1 1 46 1
3045 2 2 1 3 14 7 1 2 1 1 68 1
3046 2 1 1 1 10 3 2 2 1 1 54 3
3046 3 2 1 1 10 2 2 2 1 1 54 3
3046 4 2 1 1 55 10 2 2 1 1 54 3
3047 2 2 1 1 14 2 1 1 1 1 58 3
3047 3 1 1 1 22 2 1 1 1 1 58 3
3047 4 2 1 1 46 1 1 1 1 1 58 3
3048 2 2 1 1 78 1 1 1 1 1 54 2
3048 3 2 1 1 58 6 1 1 1 1 54 2
3049 2 2 1 1 60 1 1 1 1 1 72 1
3050 2 2 1 1 59 1 2 1 1 5 70 1
3051 2 1 6 1 45 1 1 2 6 1 40 2
3051 3 1 6 1 10 2 1 2 6 1 40 2
3052 2 2 1 1 72 1 1 1 1 1 80 3
3052 3 2 8 1 75 11 1 1 1 1 80 3
3052 4 1 1 1 21 7 1 1 1 1 80 3
3053 2 1 1 1 52 1 1 2 1 1 50 3
3053 3 2 1 1 16 2 1 2 1 1 50 3
3053 4 1 1 1 10 9 1 2 1 1 50 3
3054 2 2 1 1 52 1 1 1 1 1 71 1
3055 2 2 1 1 56 1 1 1 1 1 60 3
3055 3 2 1 1 19 2 1 1 1 1 60 3
3055 4 1 1 1 16 2 1 1 1 1 60 3
3056 2 2 1 1 33 1 1 1 1 1 31 3
3056 3 1 1 1 7 2 1 1 1 1 31 3
3056 4 2 1 1 9 2 1 1 1 1 31 3
3057 2 2 1 1 66 1 1 1 1 1 90 1
3058 2 2 1 1 46 1 1 1 1 1 31 3
3058 3 2 1 1 5 2 1 1 1 1 31 3
3058 4 2 1 1 2 2 1 1 1 1 31 3
3059 2 1 1 1 36 11 2 1 1 1 37 2
3059 3 2 8 2 30 11 2 1 1 1 37 2
3060 2 2 6 1 36 1 2 1 6 1 75 3
3060 3 1 6 1 44 2 2 1 6 1 75 3
3060 4 2 6 1 39 2 2 1 6 1 75 3
3061 2 2 1 1 52 1 1 1 1 1 76 2
3061 3 1 1 1 20 2 1 1 1 1 76 2
3062 2 2 1 1 55 1 1 1 1 1 64 2
3062 3 1 7 1 38 3 1 1 1 1 64 2
3063 2 2 1 1 37 1 1 1 1 1 38 3
3063 3 2 1 1 16 2 1 1 1 1 38 3
3063 4 1 1 1 17 3 1 1 1 1 38 3
3064 2 1 6 1 20 5 2 1 2 1 22 1
3065 2 2 1 1 49 1 1 1 1 1 49 3
3065 3 1 1 1 12 2 1 1 1 1 49 3
3065 4 2 9 1 8 4 1 1 1 1 49 3
3066 2 2 1 1 58 1 1 1 1 1 60 1
3067 2 2 7 3 16 1 2 1 7 5 34 2
3067 3 1 1 3 1 2 2 1 7 5 34 2
3068 2 2 1 1 60 1 1 1 1 1 61 1
3069 2 2 1 1 51 1 1 1 1 1 34 1
3070 2 1 2 2 23 7 2 2 2 1 77 1
3071 2 2 1 1 36 1 1 1 1 1 41 2
3071 3 2 1 1 22 2 1 1 1 1 41 2
3072 2 2 5 1 62 1 1 1 5 1 63 1
3073 2 2 1 1 67 1 1 1 1 1 70 1
3074 2 2 1 5 53 1 1 1 1 5 71 2
3074 3 2 1 5 36 2 1 1 1 5 71 2
3075 2 2 1 1 20 2 1 2 1 1 53 2
3075 3 2 1 1 25 2 1 2 1 1 53 2
3076 2 1 2 3 17 2 2 2 2 5 40 1
3077 2 2 1 1 40 1 1 1 1 1 40 3
3077 3 1 1 1 12 2 1 1 1 1 40 3
3077 4 1 1 1 9 2 1 1 1 1 40 3
3078 2 2 1 1 64 1 1 1 1 1 64 2
3078 3 1 1 1 33 2 1 1 1 1 64 2
3079 2 2 3 1 72 1 1 1 4 1 33 1
3080 2 1 1 1 37 1 1 2 1 1 42 3
3080 3 1 1 1 10 2 1 2 1 1 42 3
3080 4 1 1 1 5 2 1 2 1 1 42 3
3081 2 2 1 1 54 1 2 1 1 1 53 1
3082 2 2 1 1 81 1 1 1 1 1 76 1
3083 2 2 6 1 77 1 1 1 6 3 82 2
3083 3 2 6 1 53 2 1 1 6 3 82 2
3084 2 1 1 2 15 2 2 2 1 2 56 1
3085 2 1 1 1 64 1 1 2 1 1 71 1
3086 2 2 1 1 63 1 1 1 1 1 65 1
3087 2 1 7 1 37 1 2 2 1 2 38 3
3087 3 2 1 2 14 2 2 2 1 2 38 3
3087 4 2 1 2 8 2 2 2 1 2 38 3
3088 2 1 2 1 7 2 2 2 2 1 29 2
3088 3 2 2 1 5 2 2 2 2 1 29 2
3089 2 2 1 1 58 1 1 1 1 1 77 1
3090 2 2 1 1 34 11 2 1 1 1 33 3
3090 3 1 1 1 13 2 2 1 1 1 33 3
3090 4 1 1 1 11 4 2 1 1 1 33 3
3091 2 1 1 1 55 10 1 2 1 1 55 1
3092 2 1 1 5 42 11 2 2 1 5 43 1
3093 2 2 1 1 54 1 1 1 1 1 54 2
3093 3 2 1 1 24 2 1 1 1 1 54 2
3094 2 2 1 1 58 1 1 1 1 1 64 1
3095 2 1 1 1 53 1 2 2 1 1 53 1
3096 2 1 1 1 40 1 1 2 1 1 27 1
3097 2 2 1 1 76 1 2 1 1 1 81 1
3098 2 1 1 1 85 1 1 2 1 1 65 1
3099 2 2 1 1 73 1 1 1 1 1 66 2
3099 3 1 1 1 35 2 1 1 1 1 66 2
3100 2 2 2 1 35 1 2 1 8 1 43 3
3100 3 1 2 1 6 2 2 1 8 1 43 3
3100 4 2 2 1 4 2 2 1 8 1 43 3
3101 2 2 1 1 79 1 1 1 2 1 82 2
3101 3 1 1 1 53 2 1 1 2 1 82 2
3102 2 2 1 5 30 1 2 1 1 5 29 2
3102 3 1 1 3 2 2 2 1 1 5 29 2
3103 2 2 6 1 31 1 1 1 1 1 31 1
3104 2 1 1 1 6 2 2 2 1 1 26 1
3105 2 2 1 1 27 1 1 1 1 1 37 3
3105 3 2 1 1 4 2 1 1 1 1 37 3
3105 4 1 1 1 1 2 1 1 1 1 37 3
3106 2 2 1 1 44 1 1 1 1 1 42 3
3106 3 2 1 1 22 2 1 1 1 1 42 3
3106 4 1 1 1 22 2 1 1 1 1 42 3
3107 2 2 1 1 60 2 1 2 1 1 88 2
3107 3 2 1 1 26 7 1 2 1 1 88 2
3108 2 2 1 4 23 2 1 2 1 5 51 2
3108 3 2 1 4 49 5 1 2 1 5 51 2
3109 2 2 1 1 20 1 1 1 1 1 24 1
3110 2 1 1 1 39 1 1 2 1 1 26 3
3110 3 2 1 1 4 2 1 2 1 1 26 3
3110 4 1 1 1 15 2 1 2 1 1 26 3
3111 2 2 5 3 37 11 1 1 1 3 50 1
3112 2 2 9 1 22 1 2 1 9 4 40 2
3112 3 2 9 1 1 2 2 1 9 4 40 2
3113 2 2 1 1 48 1 1 1 1 1 53 3
3113 3 2 1 1 14 2 1 1 1 1 53 3
3113 4 1 1 1 12 2 1 1 1 1 53 3
3114 2 2 1 1 49 1 1 1 1 1 45 1
3115 2 2 1 1 73 1 1 1 1 1 75 1
3116 2 2 1 1 56 1 1 1 1 1 58 1
3117 2 1 1 1 52 2 1 1 1 1 80 2
3117 3 1 1 1 15 7 1 1 1 1 80 2
3118 2 1 1 1 87 1 1 2 1 1 56 2
3118 3 1 1 1 19 2 1 2 1 1 56 2
3119 2 1 1 1 51 2 1 1 1 1 74 1
3120 2 2 1 1 54 1 1 1 1 1 40 1
3121 2 2 1 1 40 1 2 1 1 1 43 3
3121 3 2 1 1 5 2 2 1 1 1 43 3
3121 4 1 1 1 7 2 2 1 1 1 43 3
3122 2 2 8 2 12 2 2 1 1 2 31 3
3122 3 2 1 2 8 2 2 1 1 2 31 3
3122 4 2 1 1 26 11 2 1 1 2 31 3
3123 2 1 2 1 42 1 2 2 2 1 45 3
3123 3 2 2 1 20 2 2 2 2 1 45 3
3123 4 2 2 1 2 7 2 2 2 1 45 3
3124 2 1 1 1 67 1 1 2 1 1 62 1
3125 2 1 1 1 33 1 1 2 1 1 47 1
3126 2 2 2 1 12 2 1 2 2 1 30 3
3126 3 2 2 1 6 2 1 2 2 1 30 3
3126 4 2 2 1 3 2 1 2 2 1 30 3
3127 2 2 1 1 8 2 1 1 1 1 44 2
3127 3 2 1 1 15 2 1 1 1 1 44 2
3128 2 2 1 1 55 1 1 1 1 1 66 1
3129 2 2 1 1 51 1 1 1 1 1 45 2
3129 3 1 1 1 5 2 1 1 1 1 45 2
3130 2 1 1 1 54 12 1 1 1 1 51 1
3131 2 2 4 1 47 1 1 1 4 1 49 3
3131 3 1 4 1 19 2 1 1 4 1 49 3
3131 4 2 4 1 17 2 1 1 4 1 49 3
3132 2 1 1 5 10 2 1 2 2 5 40 2
3132 3 1 1 5 7 12 1 2 2 5 40 2
3133 2 2 1 1 52 1 1 1 1 1 59 1
3134 2 2 1 1 66 1 1 1 1 1 69 1
3135 2 2 1 1 30 11 2 2 1 1 27 1
3136 2 2 2 1 60 1 1 1 2 1 43 3
3136 3 2 2 1 1 2 1 1 2 1 43 3
3136 4 2 2 1 2 10 1 1 2 1 43 3
3137 2 2 1 1 11 2 1 2 1 1 34 3
3137 3 1 1 1 7 2 1 2 1 1 34 3
3137 4 2 1 1 7 2 1 2 1 1 34 3
3138 2 2 1 1 56 1 1 1 1 1 83 1
3139 2 1 6 1 33 1 2 2 6 1 47 3
3139 3 2 6 1 16 2 2 2 6 1 47 3
3139 4 2 6 1 14 2 2 2 6 1 47 3
3140 2 2 2 1 6 2 2 2 2 1 27 3
3140 3 2 2 1 1 2 2 2 2 1 27 3
3140 4 1 2 1 30 11 2 2 2 1 27 3
3141 2 2 1 1 56 1 1 1 1 1 60 2
3141 3 1 1 1 23 2 1 1 1 1 60 2
3142 2 1 1 1 58 1 2 2 1 1 58 1
3143 2 2 2 1 45 10 1 2 2 1 67 1
3144 2 2 5 1 52 1 2 1 1 1 53 2
3144 3 1 1 1 32 2 2 1 1 1 53 2
3145 2 2 1 1 36 1 1 1 1 1 42 3
3145 3 2 1 1 5 2 1 1 1 1 42 3
3145 4 2 1 1 15 2 1 1 1 1 42 3
3146 2 1 1 1 53 1 1 2 4 1 38 3
3146 3 1 1 1 13 2 1 2 4 1 38 3
3146 4 1 1 1 10 2 1 2 4 1 38 3
3147 2 1 1 2 52 1 1 2 1 2 51 2
3147 3 1 1 1 17 2 1 2 1 2 51 2
3148 2 1 1 1 15 2 2 2 1 1 40 3
3148 3 1 1 1 12 2 2 2 1 1 40 3
3148 4 1 1 1 35 1 2 2 1 1 40 3
3149 2 2 1 1 79 1 1 1 6 1 73 1
3150 2 2 1 1 59 1 1 1 1 1 66 3
3150 3 2 1 1 27 2 1 1 1 1 66 3
3150 4 2 8 1 24 2 1 1 1 1 66 3
3151 2 2 1 1 69 1 1 1 1 1 70 1
3152 2 2 1 1 61 1 1 1 1 1 64 1
3153 2 2 1 1 68 1 1 1 1 1 69 1
3154 2 2 4 1 26 2 1 1 4 1 50 2
3154 3 2 4 1 16 2 1 1 4 1 50 2
3155 2 1 1 1 71 1 1 2 1 1 64 1
3156 2 2 7 2 50 1 1 1 1 2 48 3
3156 3 2 1 2 20 2 1 1 1 2 48 3
3156 4 1 1 2 18 2 1 1 1 2 48 3
3157 2 1 2 1 39 11 1 2 1 1 28 1
3158 2 2 1 1 57 1 2 1 1 1 58 1
3159 2 2 1 1 33 1 1 1 1 1 41 3
3159 3 1 1 1 22 2 1 1 1 1 41 3
3159 4 1 1 1 9 2 1 1 1 1 41 3
3160 2 2 1 1 84 1 1 1 1 1 49 1
3161 2 2 1 1 77 1 1 1 1 1 73 1
3162 2 2 1 1 59 1 1 1 1 1 55 1
3163 2 1 1 1 3 2 1 1 1 1 89 1
3164 2 2 2 1 10 2 1 1 2 1 33 1
3165 2 2 1 3 60 1 1 1 1 3 73 1
3166 2 2 1 1 54 1 2 1 1 1 57 3
3166 3 2 1 1 29 2 2 1 1 1 57 3
3166 4 1 1 1 7 2 2 1 1 1 57 3
3167 2 2 6 1 29 1 1 1 1 1 63 3
3167 3 1 6 1 11 4 1 1 1 1 63 3
3167 4 2 6 1 8 7 1 1 1 1 63 3
3168 2 2 1 1 48 1 1 1 1 1 50 1
3169 2 1 1 1 18 2 1 2 1 1 43 1
3170 2 1 1 1 52 11 1 1 1 5 57 1
3171 2 2 1 1 65 1 1 1 1 1 66 1
3172 2 1 1 1 36 1 1 2 1 1 50 3
3172 3 1 1 1 20 2 1 2 1 1 50 3
3172 4 1 1 1 18 2 1 2 1 1 50 3
3173 2 2 1 1 46 1 1 1 1 1 54 3
3173 3 2 1 1 16 9 1 1 1 1 54 3
3173 4 1 1 5 18 2 1 1 1 1 54 3
3174 2 2 1 1 72 1 1 1 1 1 74 1
3175 2 2 1 1 2 2 2 1 1 1 33 2
3175 3 1 1 1 31 11 2 1 1 1 33 2
3176 2 1 1 1 58 1 1 2 1 1 45 3
3176 3 1 1 1 19 2 1 2 1 1 45 3
3176 4 1 1 1 12 4 1 2 1 1 45 3
3177 2 2 1 1 58 1 1 1 1 1 78 1
3178 2 2 1 1 75 6 1 2 1 2 69 1
3179 2 1 1 1 20 2 1 2 1 1 50 1
3180 2 1 2 1 18 2 1 2 2 1 41 1
3181 2 1 1 1 79 1 1 2 1 1 82 1
3182 2 2 1 2 29 1 2 1 1 2 31 2
3182 3 1 1 2 1 2 2 1 1 2 31 2
3183 2 1 1 1 42 2 1 1 1 1 58 1
3184 2 1 1 1 61 1 1 2 1 1 61 1
3185 2 2 1 1 75 1 1 1 1 1 67 2
3185 3 1 1 1 43 2 1 1 1 1 67 2
3186 2 2 2 1 15 2 1 2 2 1 38 1
3187 2 2 1 1 70 1 1 1 1 1 74 1
3188 2 2 1 1 40 2 1 2 1 1 61 2
3188 3 1 1 1 44 2 1 2 1 1 61 2
3189 2 1 1 1 55 1 2 2 1 1 52 1
3190 2 2 1 1 29 1 2 1 1 1 29 1
3191 2 1 1 1 68 1 1 2 1 1 67 1
3192 2 2 6 1 46 1 1 1 6 1 48 3
3192 3 2 6 1 16 2 1 1 6 1 48 3
3192 4 2 6 1 10 2 1 1 6 1 48 3
3193 2 1 2 1 4 2 2 2 2 1 22 1
3194 2 1 1 1 19 2 1 2 1 1 46 3
3194 3 1 1 1 9 2 1 2 1 1 46 3
3194 4 1 1 1 44 11 1 2 1 1 46 3
3195 2 1 1 1 75 1 1 2 1 1 62 1
3196 2 2 1 1 61 1 1 1 1 1 64 1
3197 2 2 1 1 52 11 2 2 1 1 41 1
3198 2 2 1 4 68 1 1 1 1 4 70 3
3198 3 2 1 4 80 6 1 1 1 4 70 3
3198 4 1 2 4 21 7 1 1 1 4 70 3
3199 2 1 1 2 22 2 1 2 7 2 38 2
3199 3 2 1 2 39 11 1 2 7 2 38 2
3200 2 1 1 5 51 10 1 1 1 5 53 3
3200 3 2 1 5 41 10 1 1 1 5 53 3
3200 4 1 1 5 36 10 1 1 1 5 53 3
3201 2 2 1 1 1 2 1 2 1 1 20 1
3202 2 2 1 1 1 2 1 2 1 1 34 1
3203 2 2 1 5 3 12 2 1 1 5 43 3
3203 3 1 1 5 29 10 2 1 1 5 43 3
3203 4 2 1 4 36 11 2 1 1 5 43 3
3204 2 2 1 1 60 1 1 1 1 1 77 1
3205 2 2 1 1 49 1 1 1 1 1 37 2
3205 3 2 1 1 23 2 1 1 1 1 37 2
3206 2 1 2 1 12 2 1 2 2 1 71 2
3206 3 2 2 1 20 7 1 2 2 1 71 2
3207 2 2 1 1 52 1 1 1 1 1 72 3
3207 3 1 1 1 44 2 1 1 1 1 72 3
3207 4 2 1 1 61 2 1 1 1 1 72 3
3208 2 2 1 1 9 3 2 1 1 1 45 1
3209 2 1 1 1 15 2 1 2 1 1 42 1
3210 2 2 1 1 52 1 1 1 1 1 53 3
3210 3 2 1 1 20 2 1 1 1 1 53 3
3210 4 2 1 1 17 2 1 1 1 1 53 3
3211 2 2 1 1 61 1 2 1 1 2 65 1
3212 2 1 1 1 53 12 1 2 8 1 50 2
3212 3 2 1 1 14 2 1 2 8 1 50 2
3213 2 1 8 1 76 1 1 2 1 1 57 1
3214 2 2 1 1 76 1 1 1 1 1 67 3
3214 3 2 1 1 63 5 1 1 1 1 67 3
3214 4 2 1 1 94 5 1 1 1 1 67 3
3215 2 2 6 1 55 11 2 2 6 1 60 2
3215 3 2 2 1 47 11 2 2 6 1 60 2
3216 2 2 1 1 42 1 1 1 1 1 50 2
3216 3 2 1 1 11 2 1 1 1 1 50 2
3217 2 2 1 1 52 1 1 1 1 1 41 2
3217 3 2 1 1 4 2 1 1 1 1 41 2
3218 2 2 1 1 79 1 1 1 1 1 84 1
3219 2 1 2 1 45 2 2 2 2 1 64 1
3220 2 2 1 1 66 1 1 1 1 1 60 1
3221 2 1 8 1 22 2 2 2 1 2 45 3
3221 3 1 1 1 40 1 2 2 1 2 45 3
3221 4 1 1 1 36 11 2 2 1 2 45 3
3222 2 1 1 1 15 2 1 1 1 1 38 3
3222 3 1 1 1 3 2 1 1 1 1 38 3
3222 4 2 1 1 38 11 1 1 1 1 38 3
3223 2 2 1 1 51 1 1 1 1 1 64 2
3223 3 1 1 1 52 10 1 1 1 1 64 2
3224 2 2 1 1 66 1 1 1 1 1 51 1
3225 2 2 1 1 50 1 1 1 1 1 57 1
3226 2 2 1 1 20 2 2 2 1 1 50 1
3227 2 2 1 1 63 1 1 1 1 1 64 1
3228 2 1 1 1 64 1 1 2 1 1 57 1
3229 2 1 1 1 60 1 1 2 1 1 60 1
3230 2 2 1 1 36 1 1 1 1 1 39 3
3230 3 1 1 1 7 2 1 1 1 1 39 3
3230 4 2 1 1 12 2 1 1 1 1 39 3
3231 2 2 1 1 74 1 1 1 1 1 71 1
3232 2 2 1 1 69 1 1 1 1 1 59 1
3233 2 1 1 1 29 1 2 2 1 1 30 3
3233 3 1 2 1 13 2 2 2 1 1 30 3
3233 4 1 2 1 9 2 2 2 1 1 30 3
3234 2 1 1 2 67 1 1 2 1 2 56 1
3235 2 1 1 1 39 1 1 2 1 1 37 1
3236 2 2 1 1 58 1 2 1 1 1 61 1
3237 2 2 2 1 17 2 2 2 2 1 36 1
3238 2 2 1 1 80 11 1 2 1 1 79 1
3239 2 1 1 1 78 1 1 2 1 1 63 1
3240 2 2 1 1 56 2 1 2 1 1 77 3
3240 3 1 1 1 28 7 1 2 1 1 77 3
3240 4 1 1 1 43 9 1 2 1 1 77 3
3241 2 2 1 1 29 1 1 1 1 1 30 3
3241 3 2 1 2 3 2 1 1 1 1 30 3
3241 4 1 1 1 1 2 1 1 1 1 30 3
3242 2 2 1 1 64 1 1 1 1 1 50 3
3242 3 1 1 1 17 2 1 1 1 1 50 3
3242 4 1 1 2 12 4 1 1 1 1 50 3
3243 2 2 1 1 63 1 1 1 1 1 69 1
3244 2 1 6 1 45 1 1 2 1 1 40 3
3244 3 2 6 1 19 2 1 2 1 1 40 3
3244 4 1 6 1 16 12 1 2 1 1 40 3
3245 2 2 1 1 66 1 1 1 1 1 73 1
3246 2 2 1 1 70 1 1 1 1 1 48 1
3247 2 2 1 1 30 1 1 1 1 1 31 3
3247 3 1 1 1 11 2 1 1 1 1 31 3
3247 4 1 1 1 14 2 1 1 1 1 31 3
3248 2 2 1 1 9 2 1 2 1 1 43 3
3248 3 1 1 1 9 4 1 2 1 1 43 3
3248 4 2 1 1 6 2 1 2 1 1 43 3
3249 2 2 1 1 83 1 1 1 1 1 82 1
3250 2 1 1 1 42 10 2 2 1 1 54 1
3251 2 2 3 1 53 1 1 1 1 1 51 2
3251 3 1 1 1 18 2 1 1 1 1 51 2
3252 2 1 1 1 77 1 1 2 1 1 40 1
3253 2 2 1 1 76 1 1 1 1 1 75 1
3254 2 1 6 1 11 2 2 2 2 1 38 2
3254 3 1 2 1 15 2 2 2 2 1 38 2
3255 2 1 1 1 16 2 1 2 1 1 56 1
3256 2 2 1 1 9 2 1 2 1 1 32 3
3256 3 2 1 1 7 2 1 2 1 1 32 3
3256 4 1 1 1 36 1 1 2 1 1 32 3
3257 2 2 1 1 39 1 1 1 1 1 36 3
3257 3 2 1 1 6 2 1 1 1 1 36 3
3257 4 2 1 1 11 2 1 1 1 1 36 3
3258 2 2 1 1 27 1 1 1 1 1 42 1
3259 2 1 7 2 16 2 2 1 1 2 41 1
3260 2 1 1 1 12 2 2 2 1 1 47 1
3261 2 1 1 1 53 1 1 2 1 1 49 1
3262 2 2 1 1 30 1 1 1 1 1 41 3
3262 3 2 1 1 18 2 1 1 1 1 41 3
3262 4 1 1 1 17 2 1 1 1 1 41 3
3263 2 2 1 1 66 1 1 1 1 1 67 1
3264 2 2 1 1 61 1 1 1 1 1 64 1
3265 2 1 1 1 26 1 1 2 1 1 28 2
3265 3 1 7 1 2 2 1 2 1 1 28 2
3266 2 1 1 1 26 1 2 2 1 3 27 2
3266 3 1 1 3 4 11 2 2 1 3 27 2
3267 2 1 1 5 44 11 1 1 1 5 38 1
3268 2 2 1 1 61 1 1 1 1 1 62 1
3269 2 2 1 1 60 1 1 1 1 1 77 1
3270 2 2 1 1 59 1 1 1 1 1 70 1
3271 2 2 1 1 77 1 1 1 1 5 66 2
3271 3 2 1 1 28 2 1 1 1 5 66 2
3272 2 2 2 1 40 11 2 1 2 1 65 1
3273 2 1 2 1 21 1 1 2 2 1 65 1
3274 2 2 1 1 76 1 1 1 1 1 61 1
3275 2 1 1 1 60 1 1 2 1 1 46 3
3275 3 1 1 1 23 2 1 2 1 1 46 3
3275 4 1 1 1 18 2 1 2 1 1 46 3
3276 2 1 1 1 64 5 1 2 1 1 67 2
3276 3 2 1 3 63 5 1 2 1 1 67 2
3277 2 2 1 1 58 1 1 1 1 1 60 2
3277 3 2 1 1 35 2 1 1 1 1 60 2
3278 2 2 1 3 52 2 2 2 7 3 78 2
3278 3 2 7 3 21 7 2 2 7 3 78 2
3279 2 2 8 2 62 5 1 1 1 2 71 1
